Approve	Disapprove	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
58.0	37.0	5.0	pew-26921	Pew	2016-11-30	2016-12-05		Adults	1502	2.9	Live Phone	Nonpartisan	None
54.0	42.0		gallup-26886	Gallup	2016-12-02	2016-12-04		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	44.0		rasmussen-26883	Rasmussen	2016-11-30	2016-12-04		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
53.0	44.0		gallup-26885	Gallup	2016-12-01	2016-12-03		Adults	1500	3.0	Live Phone	Nonpartisan	None
52.0	44.0	4.0	politico-morning-consult-26890	Politico/Morning Consult	2016-12-01	2016-12-02		Registered Voters	1401	3.0	Internet	Nonpartisan	None
89.0	9.0	2.0	politico-morning-consult-26890	Politico/Morning Consult	2016-12-01	2016-12-02		Registered Voters - Democrat	513		Internet	Nonpartisan	None
18.0	80.0	2.0	politico-morning-consult-26890	Politico/Morning Consult	2016-12-01	2016-12-02		Registered Voters - Republican	475		Internet	Nonpartisan	None
45.0	46.0	9.0	politico-morning-consult-26890	Politico/Morning Consult	2016-12-01	2016-12-02		Registered Voters - independent	413		Internet	Nonpartisan	None
53.0	45.0		gallup-26884	Gallup	2016-11-29	2016-12-02		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	45.0		rasmussen-26881	Rasmussen	2016-11-29	2016-12-01		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
53.0	42.0	5.0	gwu-battleground-26888	GWU/Battleground	2016-11-28	2016-12-01		Adults	1001	3.1	Live Phone	Nonpartisan	None
92.0	5.0	3.0	gwu-battleground-26888	GWU/Battleground	2016-11-28	2016-12-01		Adults - Democrat	440		Live Phone	Nonpartisan	None
12.0	84.0	4.0	gwu-battleground-26888	GWU/Battleground	2016-11-28	2016-12-01		Adults - Republican	400		Live Phone	Nonpartisan	None
49.0	40.0	10.0	gwu-battleground-26888	GWU/Battleground	2016-11-28	2016-12-01		Adults - independent	160		Live Phone	Nonpartisan	None
54.0	43.0		gallup-26880	Gallup	2016-11-28	2016-12-01		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	44.0		rasmussen-26876	Rasmussen	2016-11-28	2016-11-30		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
57.0	40.0		gallup-26875	Gallup	2016-11-27	2016-11-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	43.0		rasmussen-26873	Rasmussen	2016-11-27	2016-11-29		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
53.0	42.0	5.0	ipsos-reuters-26877	Ipsos/Reuters	2016-11-25	2016-11-29	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults	1704	2.7	Internet	Nonpartisan	None
88.0	10.0	1.0	ipsos-reuters-26877	Ipsos/Reuters	2016-11-25	2016-11-29	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - Democrat	687	4.3	Internet	Nonpartisan	None
22.0	75.0	3.0	ipsos-reuters-26877	Ipsos/Reuters	2016-11-25	2016-11-29	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - Republican	647	4.4	Internet	Nonpartisan	None
42.0	51.0	7.0	ipsos-reuters-26877	Ipsos/Reuters	2016-11-25	2016-11-29	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - independent	207	7.8	Internet	Nonpartisan	None
57.0	39.0		gallup-26872	Gallup	2016-11-26	2016-11-28		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	43.0		rasmussen-26871	Rasmussen	2016-11-24	2016-11-28		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
57.0	39.0		gallup-26864	Gallup	2016-11-25	2016-11-27		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	43.0		rasmussen-26870	Rasmussen	2016-11-23	2016-11-27		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	40.0		gallup-26863	Gallup	2016-11-23	2016-11-26		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	40.0		gallup-26862	Gallup	2016-11-22	2016-11-25		Adults	1500	3.0	Live Phone	Nonpartisan	None
55.0	42.0		gallup-26861	Gallup	2016-11-21	2016-11-23		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	45.0		rasmussen-26865	Rasmussen	2016-11-20	2016-11-22		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
55.0	42.0		gallup-26860	Gallup	2016-11-20	2016-11-22		Adults	1500	3.0	Live Phone	Nonpartisan	None
52.0	40.0	8.0	yougov-economist-26874	YouGov/Economist	2016-11-19	2016-11-22		Adults	1434	3.1	Internet	Nonpartisan	None
83.0	14.0	3.0	yougov-economist-26874	YouGov/Economist	2016-11-19	2016-11-22		Adults - Democrat	514		Internet	Nonpartisan	None
16.0	82.0	2.0	yougov-economist-26874	YouGov/Economist	2016-11-19	2016-11-22		Adults - Republican	328		Internet	Nonpartisan	None
47.0	39.0	14.0	yougov-economist-26874	YouGov/Economist	2016-11-19	2016-11-22		Adults - independent	592		Internet	Nonpartisan	None
53.0	40.0	7.0	ipsos-reuters-26869	Ipsos/Reuters	2016-11-18	2016-11-22	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults	1645	2.8	Internet	Nonpartisan	None
90.0	8.0	2.0	ipsos-reuters-26869	Ipsos/Reuters	2016-11-18	2016-11-22	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - Democrat	642	4.4	Internet	Nonpartisan	None
21.0	76.0	3.0	ipsos-reuters-26869	Ipsos/Reuters	2016-11-18	2016-11-22	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - Republican	618	4.5	Internet	Nonpartisan	None
42.0	52.0	6.0	ipsos-reuters-26869	Ipsos/Reuters	2016-11-18	2016-11-22	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - independent	212	7.7	Internet	Nonpartisan	None
56.0	42.0		gallup-26859	Gallup	2016-11-19	2016-11-21		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	45.0		rasmussen-26853	Rasmussen	2016-11-17	2016-11-21		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	40.0	4.0	allstate-national-journal-26894	Allstate/National Journal	2016-11-16	2016-11-21		Adults	1000	3.1	Live Phone	Nonpartisan	None
57.0	40.0		gallup-26858	Gallup	2016-11-18	2016-11-20		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	43.0	7.0	quinnipiac-26868	Quinnipiac	2016-11-17	2016-11-20	Do you approve or disapprove of the way Barack Obama is handling his job as President?	Registered Voters	1071	3.0	Live Phone	Nonpartisan	None
89.0	9.0	2.0	quinnipiac-26868	Quinnipiac	2016-11-17	2016-11-20	Do you approve or disapprove of the way Barack Obama is handling his job as President?	Registered Voters - Democrat			Live Phone	Nonpartisan	None
13.0	80.0	7.0	quinnipiac-26868	Quinnipiac	2016-11-17	2016-11-20	Do you approve or disapprove of the way Barack Obama is handling his job as President?	Registered Voters - Republican			Live Phone	Nonpartisan	None
50.0	40.0	10.0	quinnipiac-26868	Quinnipiac	2016-11-17	2016-11-20	Do you approve or disapprove of the way Barack Obama is handling his job as President?	Registered Voters - independent			Live Phone	Nonpartisan	None
53.0	42.0	5.0	arg-26850	ARG	2016-11-17	2016-11-20		Adults	1100	3.0	Live Phone	Nonpartisan	None
53.0	45.0		rasmussen-26847	Rasmussen	2016-11-16	2016-11-20		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	41.0		gallup-26857	Gallup	2016-11-17	2016-11-19		Adults	1500	3.0	Live Phone	Nonpartisan	None
58.0	40.0		gallup-26856	Gallup	2016-11-16	2016-11-18		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	43.0	4.0	politico-morning-consult-26846	Politico/Morning Consult	2016-11-16	2016-11-18		Registered Voters	1885	2.0	Internet	Nonpartisan	None
89.0	10.0	2.0	politico-morning-consult-26846	Politico/Morning Consult	2016-11-16	2016-11-18		Registered Voters - Democrat	655		Internet	Nonpartisan	None
20.0	77.0	3.0	politico-morning-consult-26846	Politico/Morning Consult	2016-11-16	2016-11-18		Registered Voters - Republican	620		Internet	Nonpartisan	None
50.0	43.0	7.0	politico-morning-consult-26846	Politico/Morning Consult	2016-11-16	2016-11-18		Registered Voters - independent	610		Internet	Nonpartisan	None
56.0	42.0		gallup-26852	Gallup	2016-11-15	2016-11-17		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	45.0		rasmussen-26845	Rasmussen	2016-11-15	2016-11-17		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	41.0		gallup-26841	Gallup	2016-11-14	2016-11-16		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	45.0		rasmussen-26836	Rasmussen	2016-11-14	2016-11-16		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	40.0		gallup-26840	Gallup	2016-11-13	2016-11-15		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	41.0	8.0	yougov-economist-26837	YouGov/Economist	2016-11-12	2016-11-15		Adults	1659	2.8	Internet	Nonpartisan	None
85.0	10.0	4.0	yougov-economist-26837	YouGov/Economist	2016-11-12	2016-11-15		Adults - Democrat	641		Internet	Nonpartisan	None
17.0	79.0	1.0	yougov-economist-26837	YouGov/Economist	2016-11-12	2016-11-15		Adults - Republican	365		Internet	Nonpartisan	None
41.0	44.0	15.0	yougov-economist-26837	YouGov/Economist	2016-11-12	2016-11-15		Adults - independent	653		Internet	Nonpartisan	None
50.0	44.0	6.0	ipsos-reuters-26838	Ipsos/Reuters	2016-11-11	2016-11-15	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults	1761	2.7	Internet	Nonpartisan	None
84.0	14.0	2.0	ipsos-reuters-26838	Ipsos/Reuters	2016-11-11	2016-11-15	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - Democrat	764	4.0	Internet	Nonpartisan	None
14.0	84.0	2.0	ipsos-reuters-26838	Ipsos/Reuters	2016-11-11	2016-11-15	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - Republican	619	4.5	Internet	Nonpartisan	None
48.0	48.0	5.0	ipsos-reuters-26838	Ipsos/Reuters	2016-11-11	2016-11-15	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - independent	223	7.5	Internet	Nonpartisan	None
55.0	44.0		rasmussen-26835	Rasmussen	2016-11-09	2016-11-15		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
57.0	40.0		gallup-26839	Gallup	2016-11-12	2016-11-14		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	40.0	4.0	washington-post-gmu-26834	Washington Post/GMU	2016-11-11	2016-11-14		Adults	1002	4.0	Live Phone	Nonpartisan	None
55.0	44.0		rasmussen-26833	Rasmussen	2016-11-08	2016-11-14		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
57.0	40.0		gallup-26831	Gallup	2016-11-11	2016-11-13		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	45.0		rasmussen-26825	Rasmussen	2016-11-07	2016-11-13		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
57.0	41.0		gallup-26829	Gallup	2016-11-10	2016-11-12		Adults	1500	3.0	Live Phone	Nonpartisan	None
57.0	40.0		gallup-26828	Gallup	2016-11-09	2016-11-11		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	47.0	2.0	zogby-26832	Zogby	2016-11-09	2016-11-10		Likely Voters	1004	3.1	Internet	Nonpartisan	None
90.0	8.0	2.0	zogby-26832	Zogby	2016-11-09	2016-11-10		Likely Voters - Democrat	371		Internet	Nonpartisan	None
15.0	83.0	2.0	zogby-26832	Zogby	2016-11-09	2016-11-10		Likely Voters - Republican	331		Internet	Nonpartisan	None
43.0	55.0	1.0	zogby-26832	Zogby	2016-11-09	2016-11-10		Likely Voters - independent	301		Internet	Nonpartisan	None
50.0	46.0	4.0	politico-morning-consult-26823	Politico/Morning Consult	2016-11-09	2016-11-10	Do you approve or disapprove of the job Barack Obama is doing as President?	Registered Voters	1786	2.0	Internet	Nonpartisan	None
85.0	13.0	2.0	politico-morning-consult-26823	Politico/Morning Consult	2016-11-09	2016-11-10	Do you approve or disapprove of the job Barack Obama is doing as President?	Registered Voters - Democrat	627		Internet	Nonpartisan	None
18.0	80.0	2.0	politico-morning-consult-26823	Politico/Morning Consult	2016-11-09	2016-11-10	Do you approve or disapprove of the job Barack Obama is doing as President?	Registered Voters - Republican	613		Internet	Nonpartisan	None
46.0	46.0	7.0	politico-morning-consult-26823	Politico/Morning Consult	2016-11-09	2016-11-10	Do you approve or disapprove of the job Barack Obama is doing as President?	Registered Voters - independent	546		Internet	Nonpartisan	None
58.0	40.0		gallup-26827	Gallup	2016-11-08	2016-11-10		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	45.0		rasmussen-26824	Rasmussen	2016-11-06	2016-11-10		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	42.0		gallup-26826	Gallup	2016-11-07	2016-11-09		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	43.0		rasmussen-26819	Rasmussen	2016-11-03	2016-11-09		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	42.0		gallup-26822	Gallup	2016-11-06	2016-11-08		Adults	1500	3.0	Live Phone	Nonpartisan	None
56.0	43.0		rasmussen-26818	Rasmussen	2016-11-02	2016-11-08		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	42.0		gallup-26821	Gallup	2016-11-05	2016-11-07		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	49.0	2.0	yougov-economist-26805	YouGov/Economist	2016-11-04	2016-11-07		Registered Voters	4171	1.8	Internet	Nonpartisan	None
88.0	11.0	2.0	yougov-economist-26805	YouGov/Economist	2016-11-04	2016-11-07		Registered Voters - Democrat	1779		Internet	Nonpartisan	None
11.0	89.0	1.0	yougov-economist-26805	YouGov/Economist	2016-11-04	2016-11-07		Registered Voters - Republican	1005		Internet	Nonpartisan	None
40.0	57.0	3.0	yougov-economist-26805	YouGov/Economist	2016-11-04	2016-11-07		Registered Voters - independent	1387		Internet	Nonpartisan	None
54.0	45.0		rasmussen-26817	Rasmussen	2016-11-01	2016-11-07		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
56.0	41.0		gallup-26794	Gallup	2016-11-04	2016-11-06		Adults	1500	3.0	Live Phone	Nonpartisan	None
52.0	47.0	2.0	fox-26784	FOX	2016-11-03	2016-11-06		Registered Voters	1410	2.5	Live Phone	Nonpartisan	None
90.0	10.0	1.0	fox-26784	FOX	2016-11-03	2016-11-06		Registered Voters - Democrat		4.0	Live Phone	Nonpartisan	None
15.0	83.0	2.0	fox-26784	FOX	2016-11-03	2016-11-06		Registered Voters - Republican		4.0	Live Phone	Nonpartisan	None
44.0	53.0	3.0	fox-26784	FOX	2016-11-03	2016-11-06		Registered Voters - independent		6.0	Live Phone	Nonpartisan	None
52.0	46.0		rasmussen-26783	Rasmussen	2016-10-31	2016-11-06		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
54.0	46.0	1.0	nbc-surveymonkey-26770	NBC/SurveyMonkey	2016-10-31	2016-11-06	Do you approve or disapprove of the way Barack Obama is handling his job as president?	Likely Voters	70194	1.0	Internet	Nonpartisan	None
50.0	48.0	2.0	politico-morning-consult-26751	Politico/Morning Consult	2016-11-04	2016-11-05	Do you approve or disapprove of the job Barack Obama is doing as President?	Likely Voters	1482	3.0	Internet	Nonpartisan	None
88.0	11.0	2.0	politico-morning-consult-26751	Politico/Morning Consult	2016-11-04	2016-11-05	Do you approve or disapprove of the job Barack Obama is doing as President?	Likely Voters - Democrat	571		Internet	Nonpartisan	None
12.0	86.0	2.0	politico-morning-consult-26751	Politico/Morning Consult	2016-11-04	2016-11-05	Do you approve or disapprove of the job Barack Obama is doing as President?	Likely Voters - Republican	495		Internet	Nonpartisan	None
45.0	52.0	3.0	politico-morning-consult-26751	Politico/Morning Consult	2016-11-04	2016-11-05	Do you approve or disapprove of the job Barack Obama is doing as President?	Likely Voters - independent	416		Internet	Nonpartisan	None
53.0	44.0		gallup-26758	Gallup	2016-11-03	2016-11-05		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	44.0	3.0	nbc-wsj-26753	NBC/WSJ	2016-11-03	2016-11-05		Likely Voters	1282	2.73	Live Phone	Nonpartisan	None
51.0	46.0		gallup-26742	Gallup	2016-11-02	2016-11-04		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	44.0	4.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	Do you approve or disapprove of the job Barack Obama is doing as president?	Registered Voters	1250	2.8	Live Phone	Nonpartisan	None
89.0	8.0	3.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	Do you approve or disapprove of the job Barack Obama is doing as president?	Registered Voters - Democrat			Live Phone	Nonpartisan	None
9.0	88.0	3.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	Do you approve or disapprove of the job Barack Obama is doing as president?	Registered Voters - Republican			Live Phone	Nonpartisan	None
48.0	47.0	6.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	Do you approve or disapprove of the job Barack Obama is doing as president?	Registered Voters - independent			Live Phone	Nonpartisan	None
49.0	48.0		gallup-26715	Gallup	2016-10-31	2016-11-03		Adults	1500	3.0	Live Phone	Nonpartisan	None
52.0	46.0		rasmussen-26697	Rasmussen	2016-10-30	2016-11-03		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
50.0	45.0		gallup-26674	Gallup	2016-10-30	2016-11-02		Adults	1500	2.0	Live Phone	Nonpartisan	None
51.0	45.0	4.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults	2708	2.1	Internet	Nonpartisan	None
86.0	13.0	1.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - Democrat	1228	3.2	Internet	Nonpartisan	None
18.0	82.0	0.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - Republican	934	3.7	Internet	Nonpartisan	None
40.0	52.0	9.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?	Adults - independent	329	6.2	Internet	Nonpartisan	None
52.0	46.0		rasmussen-26656	Rasmussen	2016-10-27	2016-11-02		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
48.0	48.0	3.0	yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01		Registered Voters	1388	3.0	Internet	Nonpartisan	None
86.0	11.0	3.0	yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01		Registered Voters - Democrat	589		Internet	Nonpartisan	None
9.0	91.0	1.0	yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01		Registered Voters - Republican	292		Internet	Nonpartisan	None
37.0	59.0	5.0	yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01		Registered Voters - independent	507		Internet	Nonpartisan	None
54.0	45.0		rasmussen-26617	Rasmussen	2016-10-26	2016-11-01		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
48.0	47.0	5.0	gravis-marketing-oann-26695	Gravis Marketing/OANN	2016-10-31	2016-10-31		Registered Voters	5360	1.3	IVR/Online	Sponsor	Rep
53.0	44.0		gallup-26603	Gallup	2016-10-29	2016-10-31		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	45.0		rasmussen-26595	Rasmussen	2016-10-25	2016-10-31		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
48.0	49.0	2.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30	Do you approve or disapprove of the job Barack Obama is doing as President?	Likely Voters	1772	2.0	Internet	Nonpartisan	None
86.0	13.0	1.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30	Do you approve or disapprove of the job Barack Obama is doing as President?	Likely Voters - Democrat	661		Internet	Nonpartisan	None
14.0	85.0	1.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30	Do you approve or disapprove of the job Barack Obama is doing as President?	Likely Voters - Republican	601		Internet	Nonpartisan	None
41.0	54.0	5.0	politico-morning-consult-26556	Politico/Morning Consult	2016-10-29	2016-10-30	Do you approve or disapprove of the job Barack Obama is doing as President?	Likely Voters - independent	510		Internet	Nonpartisan	None
54.0	44.0		gallup-26575	Gallup	2016-10-28	2016-10-30		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	47.0	0.0	nbc-surveymonkey-26584	NBC/SurveyMonkey	2016-10-24	2016-10-30	Do you approve or disapprove of the way Barack Obama is handling his job as president?	Likely Voters	40816	1.0	Internet	Nonpartisan	None
54.0	44.0		rasmussen-26559	Rasmussen	2016-10-24	2016-10-30		Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
55.0	43.0		gallup-26552	Gallup	2016-10-27	2016-10-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
53.0	44.0		gallup-26541	Gallup	2016-10-26	2016-10-28		Adults	1500	3.0	Live Phone	Nonpartisan	None
